transaction_id,award_id_piid,parent_award_id,generated_award_id,modification_number,action_date,fiscal_year,action_type_code,action_type_description,transaction_description,transaction_obligated_amount,recipient_name_raw,recipient_uei,recipient_duns,parent_recipient_name,parent_recipient_uei,parent_recipient_duns,recipient_location_city,recipient_location_state,recipient_location_country,awarding_agency,awarding_subagency,awarding_office,funding_agency,funding_subagency,award_type_code,award_type_description,psc_code,psc_description,naics_code,naics_description,period_of_performance_start,period_of_performance_current_end,place_of_performance_city,place_of_performance_state,place_of_performance_country,current_award_amount,potential_award_amount,extent_competed,extent_competed_description,contract_pricing_type,contract_pricing_type_description,set_aside_type,set_aside_type_description,number_of_offers_received,award_detail_available
291830003,80NSSC20F0253,NNX14AA45Z,CONT_AWD_80NSSC20F0253_8000_NNX14AA45Z_8000,0,2019-12-31,2020,,,"THIS IS CALL # 131 FOR THE AGENCY-WIDE RENEWAL OF IBM MAXIMO ELA AND BIGFIX LICENSES PER THE ATTACHED QUOTE # 122201001, DATED 11/15/2019...PERIOD OF PERFORMANCE IS 01/01/2020 THROUGH 12/31/2020.",2735805.2,FOUR LLC,X1JJYEW4HAN9,,FOUR LLC,X1JJYEW4HAN9,,HERNDON,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,D311,IT AND TELECOM- DATA CONVERSION,511210,SOFTWARE PUBLISHERS,2020-01-01,2020-12-31,CENTREVILLE,VA,UNITED STATES,2735805.2,2735805.2,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,,True
291831539,80NSSC20P0375,,CONT_AWD_80NSSC20P0375_8000_-NONE-_-NONE-,0,2019-12-31,2020,,,"AWIN PREMIUM, IP VALIDATED ONLINE ENTERPRISE ACCESS FOR ALL NASA PERSONNEL",269850.0,INFORMA MEDIA LLC,K1XYWYTRA8J5,,INFORMA PLC,YHCKF1DFYYC7,,NEW YORK,NY,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,AR11,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),519120,LIBRARIES AND ARCHIVES,2020-01-01,2023-12-30,NEW YORK,NY,UNITED STATES,1401280.0,1401280.0,G,NOT COMPETED UNDER SAP,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
311389525,NNJ08JA02C,,CONT_AWD_NNJ08JA02C_8000_-NONE-_-NONE-,711,2019-12-31,2020,C,C,FACILITIES SUPPORT SERVICES,2500000.0,PAE APPLIED TECHNOLOGIES LLC,K55GHE7FCEF5,,"PAE-PARSONS GLOBAL LOGISTICS SERVICES, LLC",TU4KCXMM9AP6,,FORT WORTH,TX,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA JOHNSON SPACE CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,M111,OPERATION OF OFFICE BUILDINGS,561210,FACILITIES SUPPORT SERVICES,2008-01-03,2021-12-31,HOUSTON,TX,UNITED STATES,819055840.97,837110010.19,A,FULL AND OPEN COMPETITION,U,COST PLUS FIXED FEE,,NO SET ASIDE USED.,7.0,True
291823750,80NSSC18P1735,,CONT_AWD_80NSSC18P1735_8000_-NONE-_-NONE-,P00001,2019-12-31,2020,J,J,"EXTENDED WARRANTY SERVICE FOR CONCEPT LASER M1, M2, AND XLINE MACHINES",0.0,GENERAL ELECTRIC COMPANY,LGXXE8T6ECL8,116988749,GENERAL ELECTRIC COMPANY,JRZ1WHXAKBM3,1367960,WEST CHESTER,OH,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,J099,MAINT/REPAIR/REBUILD OF EQUIPMENT- MISCELLANEOUS,511210,SOFTWARE PUBLISHERS,2018-05-11,2020-02-12,GRAPEVINE,TX,UNITED STATES,151305.0,151305.0,G,NOT COMPETED UNDER SAP,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
291808417,80HQTR19F0054,80HQTR18A0003,CONT_AWD_80HQTR19F0054_8000_80HQTR18A0003_8000,P00008,2019-12-31,2020,D,D,"THIS TASK ORDER PROVIDES HUMAN RESOURCES SUPPORT SERVICES TO THE OFFICE OF HUMAN CAPITAL OFFICE, HUMAN RESOURCES OFFICE.",125000.0,TOTAL SOLUTIONS INC,EGN3JL1E8SC6,,TOTAL SOLUTIONS INC,TFU2MU2A9CX2,,MADISON,AL,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA HEADQUARTERS,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2019-01-04,2024-07-31,WASHINGTON,DC,UNITED STATES,1581533.73,1581533.73,A,FULL AND OPEN COMPETITION,Y,TIME AND MATERIALS,,,,True
291830021,80NSSC20F0273,NNG15SD11B,CONT_AWD_80NSSC20F0273_8000_NNG15SD11B_8000,0,2019-12-31,2020,,,ADOBE CREATIVE CLOUD DESKTOP APP - TERM LICENSE,260.62,"GOVSMART, INC.",DJACUETFQUL8,961600272,"GOVSMART, INC.",DJACUETFQUL8,961600272,CHARLOTTESVILLE,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,D311,IT AND TELECOM- DATA CONVERSION,541519,OTHER COMPUTER RELATED SERVICES,2019-12-31,2020-10-23,CHARLOTTESVILLE,VA,UNITED STATES,260.62,260.62,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,,,1.0,True
291831545,80NSSC20P0384,,CONT_AWD_80NSSC20P0384_8000_-NONE-_-NONE-,0,2019-12-31,2020,,,UNIVERSITY OF MARYLAND MAX NETWORK FEES RENEWAL,65332.04,"UNIVERSITY OF MARYLAND, COLLEGE PARK",NPU8ULVAAS23,790934285,UNIVERSITY SYSTEM OF MARYLAND,KMGEN62NKEM9,3256088,COLLEGE PARK,MD,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,D301,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2019-12-31,2020-12-31,COLLEGE PARK,MD,UNITED STATES,65332.04,65332.04,C,NOT COMPETED,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
291831520,80NSSC20P0348,,CONT_AWD_80NSSC20P0348_8000_-NONE-_-NONE-,0,2019-12-31,2020,,,VIPER ANNUAL MAINTENANCE,22900.0,"3D SYSTEMS, INC.",QXEBMAKXX2X8,173574161,3D SYSTEMS CORPORATION,GMU7CNB6QFT4,860149681,ROCK HILL,SC,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,D301,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,811219,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2019-12-31,2020-12-31,ROCK HILL,SC,UNITED STATES,22900.0,22900.0,F,COMPETED UNDER SAP,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
311395463,NNJ16JM07C,,CONT_AWD_NNJ16JM07C_8000_-NONE-_-NONE-,57,2019-12-31,2020,C,C,"CUSTODIAL, HOUSEKEEPING, WASTE REMOVAL, AND PEST CONTROL SERVICES",238000.0,NATIVE RESOURCE DEVELOPMENT CO INC,YC44NDNLKKJ3,,NATIVE RESOURCE DEVELOPMENT CO INC,YC44NDNLKKJ3,,BERNALILLO,NM,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA JOHNSON SPACE CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,561720,JANITORIAL SERVICES,2016-10-01,2022-02-28,HOUSTON,TX,UNITED STATES,27302797.74,28642406.57,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,HZC,HUBZONE SET-ASIDE,7.0,True
291830020,80NSSC20F0271,NNG15SD34B,CONT_AWD_80NSSC20F0271_8000_NNG15SD34B_8000,0,2019-12-30,2020,,,PURCHASE OF GITHUB SOFTWARE LICENSES,9852.0,"MINBURN TECHNOLOGY GROUP, LLC",WN8JFVZTBCA5,965431815,"MINBURN TECHNOLOGY GROUP, LLC",WN8JFVZTBCA5,965431815,GREAT FALLS,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,D311,IT AND TELECOM- DATA CONVERSION,541519,OTHER COMPUTER RELATED SERVICES,2019-12-30,2020-06-30,GREAT FALLS,VA,UNITED STATES,9852.0,9852.0,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,,,1.0,True
291814241,80LARC20FW058,NNL16AA06Z,CONT_AWD_80LARC20FW058_8000_NNL16AA06Z_8000,0,2019-12-30,2020,,,"METAL FY20-500.  METALS, PLATES, SHEETS, STRIPS, FOILS, AND/OR WIRES.",516.0,D&M METAL AND INDUSTRIAL SALES LLC,RT4UBM2SKKN3,833163780,D&M METAL AND INDUSTRIAL SALES LLC,RT4UBM2SKKN3,833163780,HAMPTON,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA LANGLEY RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,9535,"PLATE, SHEET, STRIP, AND FOIL; NONFERROUS BASE METAL",423510,METAL SERVICE CENTERS AND OTHER METAL MERCHANT WHOLESALERS,2019-12-30,2019-12-30,HAMPTON,VA,UNITED STATES,516.0,516.0,F,COMPETED UNDER SAP,J,FIRM FIXED PRICE,SBA,SMALL BUSINESS SET ASIDE - TOTAL,3.0,True
291830007,80NSSC20F0258,NNG15SD34B,CONT_AWD_80NSSC20F0258_8000_NNG15SD34B_8000,0,2019-12-30,2020,,,MICROSOFT ENTERPRISE LICENSE AGREEMENT,15102.83,"MINBURN TECHNOLOGY GROUP, LLC",WN8JFVZTBCA5,965431815,"MINBURN TECHNOLOGY GROUP, LLC",WN8JFVZTBCA5,965431815,GREAT FALLS,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,D311,IT AND TELECOM- DATA CONVERSION,541519,OTHER COMPUTER RELATED SERVICES,2019-12-30,2020-12-31,GREAT FALLS,VA,UNITED STATES,15102.83,15102.83,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,,,1.0,True
311375723,NNG14LN72D,NNG14LN72Z,CONT_AWD_NNG14LN72D_8000_NNG14LN72Z_8000,557,2019-12-30,2020,C,C,"SMALL BUSINESS SET-ASIDE, 60 OFFERS 52.223-15 FABRICATION OF COMMERCIAL SERVICES AND SUPPLIES FOR GODDARD SPACE FLIGHT CENTER II THE ADVANCED MANUFACTURING BRANCH (AMB) IS RESPONSIBLE FOR MAINTAINING A COMPLETE MANUFACTURING FACILITY TO MEET THE CENTER'S RESEARCH AND DEVELOPMENT REQUIREMENTS AND ASSIST IN THE FABRICATION OF HARDWARE REQUIREMENTS FROM MULTIPLE NASA PROJECT MISSIONS. THIS FACILITY INCLUDES CONVENTIONAL MACHINING EQUIPMENT, NUMERICALLY CONTROLLED (NC) MACHINING CENTERS, SHEET METAL AND WELDING FABRICATION EQUIPMENT AND REMOTELY LOCATED STAFF SHOPS.  VENDORS SHALL PROVIDE FABRICATION SERVICES AND SUPPLIES TO THE MANUFACTURING ENGINEERING GROUP IN THEIR RESPECTIVE AREAS OF EXPERTISE FOR THE DEVELOPMENT OF INSTRUMENTS AND SPACE FLIGHT AND NON-SPACEFLIGHT HARDWARE INTERCHANGEABLE PIECE PARTS.  VENDORS WILL MANUFACTURE PER ENGINEERING DRAWINGS WITH AEROSPACE INDUSTRY TOLERANCES AND PROVIDE FABRICATION CAPABILITIES IN ACCORDANCE WITH THE STATEMENT OF WORK.  TO FABRICATE CLOSE TOLERANCE AEROSPACE INSTRUMENTS AND SPACE FLIGHT GRADE PARTS, IN VARIOUS MATERIALS SUCH AS (BUT NOT LIMITED TO) ALUMINUM, TITANIUM, HIGH STRENGTH STEEL AND NICKEL ALLOY, ENGINEERING PLASTICS, AND COMPOSITES BASED ON INDUSTRY ENGINEERING DRAWINGS, PROVIDED IN ELECTRONIC FORMAT, TO INDUSTRY STANDARD TOLERANCES AND SPECIFICATIONS. PARTS MAY RANGE IN COMPLEXITY FROM VERY SIMPLE TO VERY COMPLEX, WITH QUANTITIES. EACH DISCIPLINE IS FURTHER DIVIDED INTO SUBCATEGORIES BASED ON THE EXPECTED SIZE OF FABRICATED PARTS.  THE FABRICATIONS OF PRODUCTS OR SERVICES PROPOSED AS ""SPACEFLIGHT"" ARE REQUIRED TO BE, ISO 900I OR AS9100 COMPLAINT, ITEMS PROPOSED AS ""NON-FLIGHT"" WILL NOT REQUIRE RESPONDENTS TO BE ISO 9001 OR AS9100 COMPLIANT. OFFERS SHALL INDICATE IF THEY ARE ISO 9001 OR AS9100 COMPLAINT AND PROVIDE SUPPORTING DOCUMENTATION.",310.0,T & T MATERIALS INC,G8BEYPJRQQK5,622871205,T & T MATERIALS INC,G8BEYPJRQQK5,622871205,ROCHESTER,NY,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,AZ15,R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),332313,PLATE WORK MANUFACTURING,2014-09-10,2020-05-14,ROCHESTER,NY,UNITED STATES,74175.05,74175.05,F,COMPETED UNDER SAP,J,FIRM FIXED PRICE,SBA,SMALL BUSINESS SET ASIDE - TOTAL,63.0,True
311434248,NNN15R063T,NNN12AA01C,CONT_AWD_NNN15R063T_8000_NNN12AA01C_8000,4,2019-12-30,2020,K,K,"A NOVEL APPROACH TO A WEARABLE AND INTELLIGENT MULTI-LAYER THREAT PROTECTION AND SITUATIONAL AWARENESS FOR NEXT GENERATION FIRST RESPONDER (NGFR) APEX  THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION NASA AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY-CONTRACTOR, A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE RELATIONSHIP FOR THE OPERATION OF THE FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER-FFRDC KNOWN AS THE JET PROPULSION LABORATORY. THE CONTRACTOR, JPL, IS REQUIRED TO PERFORM WORK THAT IS DESIGNATED IN TASK ORDERS ISSUED BY THE NASA MANAGEMENT OFFICE-NMO CONTRACTING OFFICERS. NASA-SPONSORED WORK: JPLS PRIMARY MISSION IS TO SUPPORT THE NASA SCIENCE MISSION DIRECTORATE-SMD IN CARRYING OUT THE SPECIFIC OBJECTIVES IDENTIFIED IN THE SMD SCIENCE PLAN.  THE FOUR BROAD SCIENTIFIC AREAS ARE: EARTH SCIENCE, PLANETARY SCIENCE, HELIOPHYSICS, AND ASTROPHYSICS.  IN PERFORMANCE OF THIS CONTRACT, JPL SHALL: 1. SUPPLY A BROAD BASE OF SCIENTIFIC AND TECHNICAL CAPABILITIES RELEVANT TO NASA PROGRAM AND PROJECT RESPONSIBILITIES AND ASSIGNMENTS. 2. FOSTER ITS UNIQUE RELATIONSHIP WITH A TOP-TIER UNIVERSITY TO FACILITATE THE INVOLVEMENT OF SCIENTISTS, ENGINEERS, AND STUDENTS FROM THE UNIVERSITY AND RESEARCH COMMUNITIES IN NASA MISSION AND IN SUPPORTING OTHER GOVERNMENT AGENCIES. 3. SUPPORT NASA IN ENABLING PROGRAM AND INSTITUTIONAL CAPABILITIES. 4. DEVELOP SPACECRAFT AND INSTRUMENTS THAT ARE SENT TO VARIOUS DESTINATIONS WITH OUR SOLAR SYSTEM, INCLUDING EARTH ORBIT, PLANETS, PLANETARY SATELLITES, ASTEROIDS, AND COMETS.  THESE MISSIONS MAY BE ORBITERS, LANDERS, OR ROVERS, AND TYPICALLY INCLUDE CUTTING-EDGE TECHNOLOGIES REQUIRED TO MEET SCIENTIFIC REQUIREMENTS. 5. PERFORM PROJECT TASKS INVOLVING: I-AUTONOMOUS DEEP-SPACE, INNER-SPACE AND EARTH-ORBITING SPACECRAFT OR MAJOR SUBSYSTEMS, II-EXPERIMENTS, INSTRUMENTS, OR OTHER DEVICES WHICH MAY BE CARRIED AS PAYLOAD ON SPACECRAFTS IN MISSIONS MANAGED BY OTHERS, AND-OR III-GROUND-BASED SYSTEMS. 6. BEYOND ITS PRIMARY MISSION, JPL MAY PERFORM WORK FOR OTHER NASA MISSION DIRECTORATES OR OFFICES. 7. JPL IS ALSO RESPONSIBLE FOR THE OPERATION, RESEARCH, TECHNOLOGY INSERTION, AND MANAGEMENT OF NASAS DEEP SPACE NETWORK TO PROVIDE TELECOMMUNICATION AND OPERATION SERVICES, INCLUDING DATA ACQUISITION AND DATA DELIVERY REQUIRED TO MEET ESTABLISHED AGENCY OBJECTIVES. 8. JPL IS ALSO REQUIRED TO MAINTAIN AND CONDUCT AN EDUCATION PROGRAM IN CLOSE COORDINATION WITH THE NASA HEADQUARTERS EDUCATION OFFICE, THE ACADEMIC COMMUNITY AT LARGE, AND IN SUPPORT TO NASA STRATEGIC OBJECTIVES TO IMPROVE STUDENT RETENTION IN THE SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS-STEM DISCIPLINES. WORK FOR NON-NASA SPONSORS:  JPL MAY PERFORM WORK FOR NON-NASA SPONSORS.  THIS WORK WILL BE DESIGNATED IN TASK ORDERS ISSUED BY NMO CONTRACTING OFFICERS BASED ON TASK PLANS INITIATED BY THE CONTRACTOR.",0.0,CALIFORNIA INSTITUTE OF TECHNOLOGY,YC1YP79BFD19,95633152,CALIFORNIA INSTITUTE OF TECHNOLOGY,U2JMKHNS5TG4,9584210,PASADENA,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA MANAGEMENT OFFICE -- JPL,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",2015-09-21,2018-09-30,PASADENA,CA,UNITED STATES,1602277.45,1607901.0,C,NOT COMPETED,U,COST PLUS FIXED FEE,,,,True
311434218,NNN15R033T,NNN12AA01C,CONT_AWD_NNN15R033T_8000_NNN12AA01C_8000,4,2019-12-30,2020,K,K,"MANAGED PROACTIVE UNATTENDED LAW ENFORCEMENT SENSOR (MPULSE) TRIGGER  THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA) AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY (CONTRACTOR), A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE RELATIONSHIP FOR THE OPERATION OF THE FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER (FFRDC) KNOWN AS THE JET PROPULSION LABORATORY. THE CONTRACTOR, JPL, IS REQUIRED TO PERFORM WORK THAT IS DESIGNATED IN TASK ORDERS ISSUED BY THE NASA MANAGEMENT OFFICE (NMO) CONTRACTING OFFICERS.   NASA - SPONSORED WORK: JPL'S PRIMARY MISSION IS TO SUPPORT THE NASA SCIENCE MISSION DIRECTORATE (SMD) IN CARRYING OUT THE SPECIFIC OBJECTIVES IDENTIFIED IN THE SMD SCIENCE PLAN.  THE FOUR BROAD SCIENTIFIC AREAS ARE: EARTH SCIENCE, PLANETARY SCIENCE, HELIOPHYSICS, AND ASTROPHYSICS.  IN PERFORMANCE OF THIS CONTRACT, JPL SHALL:   1) SUPPLY A BROAD BASE OF SCIENTIFIC AND TECHNICAL CAPABILITIES RELEVANT TO NASA PROGRAM AND PROJECT RESPONSIBILITIES AND ASSIGNMENTS. 2) FOSTER ITS UNIQUE RELATIONSHIP WITH A TOP-TIER UNIVERSITY TO FACILITATE THE INVOLVEMENT OF SCIENTISTS, ENGINEERS, AND STUDENTS FROM THE UNIVERSITY AND RESEARCH COMMUNITIES IN NASA MISSION AND IN SUPPORTING OTHER GOVERNMENT AGENCIES. 3) SUPPORT NASA IN ENABLING PROGRAM AND INSTITUTIONAL CAPABILITIES. 4) DEVELOP SPACECRAFT AND INSTRUMENTS THAT ARE SENT TO VARIOUS DESTINATIONS WITH OUR SOLAR SYSTEM, INCLUDING EARTH ORBIT, PLANETS, PLANETARY SATELLITES, ASTEROIDS, AND COMETS.  THESE MISSIONS MAY BE ORBITERS, LANDERS, OR ROVERS, AND TYPICALLY INCLUDE CUTTING-EDGE TECHNOLOGIES REQUIRED TO MEET SCIENTIFIC REQUIREMENTS. 5) PERFORM PROJECT TASKS INVOLVING: (I) AUTONOMOUS DEEP-SPACE, INNER-SPACE AND EARTH-ORBITING SPACECRAFT OR MAJOR SUBSYSTEMS, (II) EXPERIMENTS, INSTRUMENTS, OR OTHER DEVICES WHICH MAY BE CARRIED AS PAYLOAD ON SPACECRAFTS IN MISSIONS MANAGED BY OTHERS, AND/OR (III) GROUND-BASED SYSTEMS. 6) BEYOND ITS PRIMARY MISSION, JPL MAY PERFORM WORK FOR OTHER NASA MISSION DIRECTORATES OR OFFICES. 7) JPL IS ALSO RESPONSIBLE FOR THE OPERATION, RESEARCH, TECHNOLOGY INSERTION, AND MANAGEMENT OF NASA S DEEP SPACE NETWORK TO PROVIDE TELECOMMUNICATION AND OPERATION SERVICES, INCLUDING DATA ACQUISITION AND DATA DELIVERY REQUIRED TO MEET ESTABLISHED AGENCY OBJECTIVES. 8) JPL IS ALSO REQUIRED TO MAINTAIN AND CONDUCT AN EDUCATION PROGRAM IN CLOSE COORDINATION WITH THE NASA HEADQUARTERS EDUCATION OFFICE, THE ACADEMIC COMMUNITY AT LARGE, AND IN SUPPORT TO NASA STRATEGIC OBJECTIVES TO IMPROVE STUDENT RETENTION IN THE SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS (STEM) DISCIPLINES.   WORK FOR NON-NASA SPONSORS:  JPL MAY PERFORM WORK FOR NON-NASA SPONSORS.  THIS WORK WILL BE DESIGNATED IN TASK ORDERS ISSUED BY NMO CONTRACTING OFFICERS BASED ON TASK PLANS INITIATED BY THE CONTRACTOR.",0.0,CALIFORNIA INSTITUTE OF TECHNOLOGY,YC1YP79BFD19,95633152,CALIFORNIA INSTITUTE OF TECHNOLOGY,U2JMKHNS5TG4,9584210,PASADENA,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA MANAGEMENT OFFICE -- JPL,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",2015-03-24,2016-09-30,PASADENA,CA,UNITED STATES,553896.19,707834.0,C,NOT COMPETED,U,COST PLUS FIXED FEE,,,,True
